fetchTime,finalUrl,time-to-first-byte,first-contentful-paint,first-meaningful-paint,speed-index,first-cpu-idle,interactive,total-byte-weight,file_name
2019-01-28T19:42:35.999Z,https://facebook.github.io/create-react-app/,68.01599999999999,1768.3329999999999,1768.3329999999999,1768.3329999999999,2186.0460000000003,2411.0460000000003,179460,reports/frameworks/2019-01-28/facebook.github.io_2019-01-28_22-42-35.report.json
2019-01-28T19:42:19.251Z,https://getbootstrap.com/docs/4.1/examples/product/,320.91200000000003,1933.2209999999995,1933.2209999999995,2320.348707998721,2029.2209999999995,2029.2209999999995,83802,reports/frameworks/2019-01-28/getbootstrap.com_2019-01-28_22-42-19.report.json
